,img_name,ORIG_SHAPE,ORIG_AREA,CROP_SHAPE,CROP_AREA,ymin,ymax,xmin,xmax
16,197_114_t20201119094504989_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5582, 5664, 3)",31616448,275,5857,1211,6875
17,197_116_t20201119094540549_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5240, 5507, 3)",28856680,362,5602,1216,6723
18,197_116_t20201119094540703_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5241, 5303, 3)",27793023,369,5610,1428,6731
19,197_120_t20201119094738108_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5221, 5494, 3)",28684174,371,5592,1394,6888
20,197_122_t20201119094826430_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5407, 5690, 3)",30765830,313,5720,1097,6787
21,197_122_t20201119094826582_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5407, 5479, 3)",29624953,321,5728,1315,6794
22,197_123_t20201119094911396_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5293, 5576, 3)",29513768,349,5642,1209,6785
23,197_123_t20201119094911549_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5291, 5368, 3)",28402088,358,5649,1422,6790
24,197_124_t20201119094920535_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2843, 3066, 3)",8716638,597,3440,517,3583
25,197_124_t20201119094921190_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5472, 5546, 3)",30347712,298,5770,1337,6883
26,197_124_t2020111909492141_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5471, 5758, 3)",31502018,293,5764,1122,6880
27,197_125_t20201119095001414_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2687, 2957, 3)",7945459,645,3332,675,3632
28,197_125_t20201119095001914_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5276, 5539, 3)",29223764,339,5615,1434,6973
29,197_125_t2020111909500271_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5277, 5338, 3)",28168626,346,5623,1635,6973
30,197_127_t20201119095041886_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5534, 5821, 3)",32213414,273,5807,1067,6888
31,197_127_t2020111909504239_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5532, 5606, 3)",31012392,281,5813,1286,6892
32,197_128_t20201119095055139_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2846, 3070, 3)",8737220,596,3442,472,3542
33,197_128_t20201119095055643_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5481, 5767, 3)",31608927,293,5774,1032,6799
34,197_128_t20201119095055794_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5480, 5552, 3)",30424960,300,5780,1253,6805
35,197_12_t20201119085518333_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5450, 5733, 3)",31244850,295,5745,1303,7036
36,197_12_t20201119085518487_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5450, 5524, 3)",30105800,303,5753,1510,7034
37,197_130_t20201119095143807_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5440, 5722, 3)",31127680,301,5741,1058,6780
38,197_130_t20201119095143967_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5440, 5512, 3)",29985280,308,5748,1276,6788
39,197_131_t20201119095215251_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5352, 5424, 3)",29029248,334,5686,1464,6888
40,197_131_t2020111909521592_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5351, 5632, 3)",30136832,327,5678,1253,6885
41,197_132_t20201119095247247_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2806, 3026, 3)",8490956,606,3412,517,3543
42,197_132_t20201119095247748_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5401, 5680, 3)",30677680,315,5716,1122,6802
43,197_132_t20201119095247901_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5401, 5469, 3)",29538069,321,5722,1338,6807
44,197_133_t20201119095303517_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2711, 2930, 3)",7943230,639,3350,585,3515
45,197_133_t20201119095304174_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5230, 5288, 3)",27656240,380,5610,1468,6756
46,197_133_t2020111909530418_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5229, 5490, 3)",28707210,373,5602,1257,6747
47,197_135_t20201119095355780_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2818, 3044, 3)",8577992,604,3422,523,3567
48,197_135_t20201119095356281_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5422, 5717, 3)",30997574,316,5738,1133,6850
49,197_135_t20201119095356434_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5423, 5506, 3)",29859038,323,5746,1348,6854
50,197_136_t20201119095428511_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5481, 5775, 3)",31652775,302,5783,1027,6802
51,197_137_t20201119095441919_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5257, 5543, 3)",29139551,360,5617,1290,6833
52,197_13_t20201119085642727_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2839, 3068, 3)",8710052,598,3437,504,3572
53,197_13_t20201119085643225_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5476, 5762, 3)",31552712,300,5776,1096,6858
54,197_13_t20201119085643375_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5481, 5546, 3)",30397626,309,5790,1315,6861
55,197_140_t20201119095549891_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2717, 2933, 3)",7968961,637,3354,537,3470
56,197_140_t20201119095550389_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5224, 5497, 3)",28716328,375,5599,1162,6659
57,197_140_t20201119095550544_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5220, 5295, 3)",27639900,382,5602,1376,6671
58,197_142_t2020111909563326_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2688, 2954, 3)",7940352,646,3334,602,3556
59,197_142_t20201119095633530_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5273, 5539, 3)",29207147,342,5615,1289,6828
60,197_142_t20201119095633692_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5275, 5336, 3)",28147400,347,5622,1497,6833
61,197_143_t20201119095653156_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2769, 2989, 3)",8276541,618,3387,570,3559
62,197_143_t20201119095653649_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5324, 5607, 3)",29851668,342,5666,1226,6833
63,197_143_t20201119095653804_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5324, 5400, 3)",28749600,350,5674,1438,6838
64,197_144_t20201119095720798_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5265, 5553, 3)",29236545,359,5624,1240,6793
65,197_145_t2020111909573264_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5427, 5727, 3)",31080429,306,5733,1117,6844
66,197_146_t20201119095745313_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2831, 3058, 3)",8657198,599,3430,528,3586
67,197_146_t20201119095745816_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5448, 5743, 3)",31287864,301,5749,1143,6886
68,197_146_t20201119095745969_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5444, 5531, 3)",30110764,309,5753,1358,6889
69,197_147_t20201119095816490_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5592, 5901, 3)",32998392,255,5847,1022,6923
70,197_149_t20201119095851245_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5214, 5502, 3)",28687428,377,5591,1312,6814
71,197_14_t20201119085651410_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5248, 5524, 3)",28989952,370,5618,1144,6668
72,197_14_t20201119085651557_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5248, 5320, 3)",27919360,378,5626,1360,6680
73,197_150_t20201119095906114_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5310, 5597, 3)",29720070,348,5658,1204,6801
74,197_150_t20201119095906267_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5309, 5390, 3)",28615510,354,5663,1418,6808
75,197_152_t20201119095942463_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2775, 3000, 3)",8325000,618,3393,553,3553
76,197_152_t20201119095942966_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5330, 5629, 3)",30002570,342,5672,1192,6821
77,197_152_t20201119095943122_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5332, 5421, 3)",28904772,348,5680,1406,6827
78,197_153_t20201119095957334_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2787, 3010, 3)",8388870,615,3402,531,3541
79,197_153_t20201119095957838_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5351, 5650, 3)",30233150,336,5687,1148,6798
80,197_153_t20201119095957997_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5351, 5440, 3)",29109440,343,5694,1364,6804
81,197_157_t20201119100138805_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5336, 5629, 3)",30036344,338,5674,1135,6764
82,197_158_t20201119100211223_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5485, 5785, 3)",31730725,298,5783,999,6784
83,197_158_t20201119100211376_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5485, 5569, 3)",30545965,307,5792,1221,6790
84,197_160_t20201119100256341_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5246, 5533, 3)",29026118,366,5612,1215,6748
85,197_160_t20201119100256494_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5240, 5328, 3)",27918720,379,5619,1428,6756
86,197_161_t20201119100307644_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5333, 5629, 3)",30019457,340,5673,1151,6780
87,197_161_t20201119100307797_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5332, 5420, 3)",28899440,347,5679,1367,6787
88,197_162_t20201119100336284_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5258, 5329, 3)",28019882,355,5613,1448,6777
89,197_165_t20201119100429561_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5393, 5663, 3)",30540559,270,5663,1328,6991
90,197_165_t20201119100429715_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5400, 5455, 3)",29457000,273,5673,1535,6990
91,197_166_t20201119100442750_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5326, 5625, 3)",29958750,340,5666,1145,6770
92,197_166_t20201119100442904_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5326, 5418, 3)",28856268,346,5672,1360,6778
93,197_167_t20201119100508134_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5223, 5493, 3)",28689939,373,5596,1146,6639
94,197_167_t20201119100508285_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5229, 5291, 3)",27666639,378,5607,1361,6652
95,197_169_t20201119100546577_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5344, 5639, 3)",30134816,340,5684,1145,6784
96,197_16_t20201119085803190_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5372, 5654, 3)",30373288,325,5697,1148,6802
97,197_16_t20201119085803340_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5372, 5445, 3)",29250540,334,5706,1364,6809
98,197_171_t20201119100620244_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5287, 5361, 3)",28343607,361,5648,1396,6757
99,197_171_t2020111910062092_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5287, 5566, 3)",29427442,353,5640,1182,6748
100,197_172_t20201119100646412_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5254, 5525, 3)",29028350,348,5602,1249,6774
101,197_172_t20201119100646567_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5256, 5321, 3)",27967176,352,5608,1460,6781
102,197_173_t20201119100711867_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5413, 5710, 3)",30908230,308,5721,1078,6788
103,197_176_t20201119100853422_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2816, 3043, 3)",8569088,604,3420,474,3517
104,197_176_t20201119100853925_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5415, 5713, 3)",30935895,308,5723,1037,6750
105,197_176_t2020111910085479_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5416, 5502, 3)",29798832,315,5731,1258,6760
106,197_178_t20201119100923236_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5487, 5570, 3)",30562590,299,5786,1203,6773
107,197_178_t2020111910092383_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5488, 5785, 3)",31748080,290,5778,980,6765
108,197_17_t20201119085835234_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5460, 5744, 3)",31362240,306,5766,1076,6820
109,197_17_t20201119085835393_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5461, 5532, 3)",30210252,313,5774,1294,6826
110,197_180_t20201119101009413_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5418, 5716, 3)",30969288,305,5723,1032,6748
111,197_180_t20201119101009564_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5421, 5502, 3)",29826342,311,5732,1254,6756
112,197_183_t20201119101116278_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2689, 2947, 3)",7924483,645,3334,600,3547
113,197_183_t20201119101116776_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5259, 5525, 3)",29055975,341,5600,1284,6809
114,197_183_t20201119101116929_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5263, 5321, 3)",28004423,345,5608,1493,6814
115,197_185_t20201119101204119_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2730, 2949, 3)",8050770,630,3360,609,3558
116,197_185_t20201119101204627_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5243, 5526, 3)",28972818,359,5602,1305,6831
117,197_185_t20201119101204776_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5243, 5323, 3)",27908489,367,5610,1513,6836
118,197_18_t20201119085843745_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2836, 3056, 3)",8666816,600,3436,482,3538
119,197_18_t20201119085844240_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5460, 5742, 3)",31351320,304,5764,1050,6792
120,197_18_t20201119085844401_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5458, 5530, 3)",30182740,313,5771,1268,6798
121,197_190_t20201119101359101_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5335, 5609, 3)",29924015,299,5634,1261,6870
122,197_190_t20201119101359256_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5337, 5403, 3)",28835811,303,5640,1471,6874
123,197_191_t20201119101424323_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2788, 3012, 3)",8397456,614,3402,501,3513
124,197_191_t20201119101424827_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5361, 5653, 3)",30305733,325,5686,1090,6743
125,197_191_t20201119101424979_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5361, 5443, 3)",29179923,332,5693,1309,6752
126,197_194_t2020111910153547_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5232, 5498, 3)",28765536,365,5597,1288,6786
127,197_195_t20201119101602834_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5272, 5538, 3)",29196336,338,5610,1339,6877
128,197_196_t20201119101622626_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5268, 5535, 3)",29158380,345,5613,1259,6794
129,197_198_t20201119101707792_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2746, 2964, 3)",8139144,628,3374,595,3559
130,197_198_t20201119101708298_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5267, 5557, 3)",29268719,360,5627,1277,6834
131,197_198_t20201119101708447_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5266, 5353, 3)",28188898,368,5634,1486,6839
132,197_19_t20201119085928870_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5475, 5770, 3)",31590750,292,5767,1099,6869
133,197_19_t2020111908592920_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5476, 5555, 3)",30419180,300,5776,1317,6872
134,197_1_t20201119084916148_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5277, 5547, 3)",29271519,361,5638,1297,6844
135,197_1_t20201119084916310_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5275, 5343, 3)",28184325,371,5646,1506,6849
136,197_20_t2020111908593727_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5439, 5727, 3)",31149153,310,5749,1215,6942
137,197_22_t20201119090036743_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5550, 5851, 3)",32473050,271,5821,1053,6904
138,197_22_t20201119090036892_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5552, 5633, 3)",31274416,278,5830,1273,6906
139,197_23_t20201119090115410_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5499, 5789, 3)",31833711,294,5793,1070,6859
140,197_23_t20201119090115565_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5500, 5575, 3)",30662500,300,5800,1288,6863
141,197_24_t20201119090122609_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5356, 5629, 3)",30148924,335,5691,1164,6793
142,197_24_t20201119090122760_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5355, 5423, 3)",29040165,344,5699,1377,6800
143,197_25_t20201119090155356_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2812, 3035, 3)",8534420,604,3416,529,3564
144,197_25_t20201119090155890_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5411, 5700, 3)",30842700,316,5727,1143,6843
145,197_25_t202011190901565_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5408, 5490, 3)",29689920,326,5734,1357,6847
146,197_27_t20201119090246585_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5483, 5771, 3)",31642393,300,5783,1049,6820
147,197_27_t20201119090246738_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5480, 5557, 3)",30452360,309,5789,1268,6825
148,197_29_t20201119090332893_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5436, 5721, 3)",31099356,308,5744,1118,6839
149,197_29_t2020111909033348_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5435, 5507, 3)",29930545,317,5752,1336,6843
150,197_2_t20201119084923676_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2796, 3022, 3)",8449512,608,3404,541,3563
151,197_2_t20201119084924170_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5389, 5674, 3)",30577186,322,5711,1167,6841
152,197_2_t20201119084924324_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5388, 5464, 3)",29440032,330,5718,1381,6845
153,197_30_t20201119090341448_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5459, 5742, 3)",31345578,304,5763,1072,6814
154,197_30_t20201119090341601_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5458, 5529, 3)",30177282,312,5770,1291,6820
155,197_31_t20201119090423379_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5515, 5790, 3)",31931850,194,5709,1198,6988
156,197_31_t20201119090423535_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5519, 5576, 3)",30773944,200,5719,1412,6988
157,197_32_t20201119090431481_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5322, 5600, 3)",29803200,343,5665,1252,6852
158,197_33_t20201119090514683_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5531, 5830, 3)",32245730,278,5809,964,6794
159,197_33_t20201119090514841_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5534, 5612, 3)",31056808,283,5817,1188,6800
160,197_34_t20201119090523393_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2783, 3002, 3)",8354566,614,3397,554,3556
161,197_34_t20201119090523882_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5353, 5631, 3)",30142743,330,5683,1194,6825
162,197_34_t2020111909052437_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5351, 5423, 3)",29018473,339,5690,1408,6831
163,197_35_t20201119090632265_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5306, 5580, 3)",29607480,352,5658,1159,6739
164,197_35_t20201119090632421_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5305, 5373, 3)",28503765,361,5666,1374,6747
165,197_38_t20201119090744752_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2755, 2976, 3)",8198880,625,3380,549,3525
166,197_38_t20201119090745247_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5291, 5583, 3)",29539653,354,5645,1185,6768
167,197_38_t20201119090745400_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5289, 5376, 3)",28433664,362,5651,1399,6775
168,197_3_t20201119085028693_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2925, 3164, 3)",9261028,575,3500,438,3602
169,197_3_t20201119085029189_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5643, 5953, 3)",33592779,255,5898,964,6917
170,197_3_t20201119085029342_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5645, 5732, 3)",32357140,263,5908,1188,6920
171,197_41_t20201119090938269_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2845, 3074, 3)",8745530,593,3438,511,3585
172,197_41_t20201119090938769_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5483, 5773, 3)",31653359,295,5778,1111,6884
173,197_41_t20201119090938915_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5481, 5559, 3)",30468879,305,5786,1328,6887
174,197_43_t20201119091223574_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5501, 5585, 3)",30723085,297,5798,1219,6804
175,197_44_t20201119091230937_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2854, 3082, 3)",8796028,597,3451,451,3533
176,197_44_t20201119091231440_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5494, 5793, 3)",31826742,291,5785,990,6783
177,197_44_t20201119091231587_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5494, 5577, 3)",30640038,300,5794,1212,6789
178,197_45_t20201119091328358_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5438, 5715, 3)",31078170,316,5754,1022,6737
179,197_45_t20201119091328511_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5439, 5502, 3)",29925378,322,5761,1243,6745
180,197_47_t20201119091437671_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2734, 2949, 3)",8062566,634,3368,591,3540
181,197_47_t20201119091438166_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5255, 5526, 3)",29039130,372,5627,1269,6795
182,197_47_t20201119091438320_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5256, 5323, 3)",27977688,379,5635,1478,6801
183,197_48_t20201119091445231_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5404, 5691, 3)",30754164,317,5721,1113,6804
184,197_48_t20201119091445383_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5403, 5479, 3)",29603037,322,5725,1331,6810
185,197_49_t20201119091519985_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5292, 5360, 3)",28365120,365,5657,1332,6692
186,197_4_t20201119085036648_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2871, 3094, 3)",8882874,581,3452,597,3691
187,197_4_t20201119085037141_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5534, 5814, 3)",32174676,275,5809,1279,7093
188,197_4_t20201119085037293_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5532, 5599, 3)",30973668,283,5815,1489,7088
189,197_51_t20201119091616590_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5330, 5507, 3)",29352310,384,5714,1277,6784
190,197_51_t20201119091616745_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5234, 5304, 3)",27761136,392,5626,1487,6791
191,197_53_t20201119091702582_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2709, 2932, 3)",7942788,639,3348,605,3537
192,197_53_t20201119091703237_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5233, 5292, 3)",27693036,382,5615,1503,6795
193,197_53_t2020111909170376_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5233, 5493, 3)",28744869,374,5607,1295,6788
194,197_54_t20201119091708412_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2825, 3052, 3)",8621900,600,3425,524,3576
195,197_54_t20201119091708904_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5437, 5729, 3)",31148573,304,5741,1137,6866
196,197_54_t2020111909170957_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5437, 5518, 3)",30001366,311,5748,1352,6870
197,197_57_t20201119091842447_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5325, 5595, 3)",29793375,346,5671,1208,6803
198,197_57_t20201119091842601_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5324, 5389, 3)",28691036,354,5678,1420,6809
199,197_59_t20201119091921861_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2688, 2954, 3)",7940352,649,3337,569,3523
200,197_59_t20201119091922348_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5277, 5580, 3)",29445660,358,5635,1180,6760
201,197_59_t20201119091922501_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5276, 5368, 3)",28321568,366,5642,1400,6768
202,197_60_t20201119091928848_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5246, 5515, 3)",28931690,367,5613,1136,6651
203,197_60_t20201119091928992_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5246, 5311, 3)",27861506,374,5620,1352,6663
